3.62,3
3.53,3
3.55,3
2.47,0
2.46,0
2.06,0
2.1,0
2.31,0
3.06,1
2.61,0
3.01,1
3.27,2
3.58,3
3.81,4
4.12,6
4.4,8
4.52,8
4.37,7
4.12,6
4.16,6
4.39,8
3.28,2
3.58,3
3.61,3
3.81,4
3.85,4
3.94,5
3.45,3
3.42,3
3.2,2
3.04,1
3.3,2
4.18,6
4.24,7
4.69,10
5.12,13
5.24,14
5.19,14
5.25,14
4.55,9
4.4,8
4.3,7
3.98,5
3.97,5
4,5
3.19,2
2.91,1
2.72,1
2.78,1
2.97,1
2.97,1
2.47,0
2.22,0
2.64,0
3.41,3
3.67,4
4.24,7
4.02,5
4.08,6
4.69,10
4.88,11
4.75,10
4.84,11
4.4,8
4.47,8
3.91,5
3.41,3
3.04,1
3.05,1
2.84,1
3.11,2
3.16,2
2.98,1
2.84,1
2.25,0
2.02,0
2.39,0
3.12,2
2.5,0
2.05,0
3.26,2
3.36,2
3.92,5
4.17,6
4.25,7
4.48,8
4.61,9
4.4,8
4.34,7
4.05,6
3.5,3
3.02,1
2.62,0
2.41,0
2.42,0
2.39,0
2.2,0
2.11,0
2.1,0
2.25,0
2.12,0
1.8,0
1.62,0
2.1,0
3.31,2
4.24,7
4.74,10
5.28,15
5.75,19
5.75,19
5.75,19
5.2,14
4.91,11
4.33,7
3.69,4
3.05,1
2.69,1
2.24,0
2.01,0
1.66,0
1.91,0
2.27,0
2.34,0
1.86,0
1.97,0
1.66,0
1.43,0
1.57,0
3.28,2
3.89,5
4.44,8
4.83,11
5.05,13
4.96,12
4.78,10
4.31,7
4.39,8
3.97,5
3.36,2
2.94,1
2.83,1
2.58,0
2.61,0
2.33,0
2.11,0
1.97,0
1.84,0
1.43,0
1.39,0
1.24,0
0.9,0
0.6,0
0.94,0
1.22,0
1.06,0
1.42,0
1.72,0
2.39,0
3.16,2
2.66,0
3.04,1
3,1
2.82,1
2.44,0
2.25,0
2.12,0
2.19,0
2.02,0
1.92,0
1.58,0
0.98,0
1,0
1.02,0
1.12,0
0.81,0
0.72,0
1,0
1.49,0
1.41,0
2.06,0
2.78,1
3.45,3
3.64,3
3.81,4
3.91,5
3.86,5
3.5,3
3.31,2
3.58,3
3.16,2
3.36,2
3.2,2
3.02,1
2.97,1
3,1
2.86,1
3.05,1
2.97,1
2.93,1
3.98,5
5,12
4.47,8
4.8,11
5.24,14
6.24,25
7.51,42
8.46,50
7.66,44
7.35,40
7.37,40
6.93,34
6.65,30
6.84,32
6.04,22
6.24,25
7.06,35
7.13,36
6.89,33
7.34,39
6.66,30
6.46,27
6.45,27
6.34,26
6.43,27
6.61,29
6,22
6.11,23
6.14,24
6.38,26
6.18,24
6.24,25
5.61,18
5.6,18
5.12,13
4.22,7
3.95,5
3.89,5
3.62,3
3.62,3
3.64,3
3.89,5
4.05,6
3.98,5
3.71,4
3.71,4
3.67,4
3.67,4
4.3,7
5.19,14
4.37,7
4.67,10
4.55,9
5.05,13
5.39,16
5.32,15
4.49,8
4.52,8
4.48,8
4.58,9
4.72,10
4.72,10
4.75,10
4.53,9
4.47,8
4.26,7
4.2,6
4.36,7
3.81,4
3.51,3
3.32,2
3.42,3
3.42,3
3.79,4
4.37,7
4.72,10
5.05,13
5.25,14
5.3,15
5.44,16
4.92,11
4.48,8
4.16,6
4.07,6
3.81,4
3.5,3
3.05,1
2.82,1
1.97,1
1.7,1
1.75,1
1.71,1
1.65,1
1.51,1
1.4,1
1.33,1
1.43,1
2.64,0
3.57,3
3.94,5
3.89,5
3.98,5
4.14,6
4.35,7
3.85,4
3.86,5
3.32,2
2.32,0
2.1,0
2,0
1.9,0
1.73,0
1.46,0
1.12,0
1,0
0.92,0
0.94,0
0.95,0
0.85,0
0.63,0
0.4,0
0.32,0
2.61,0
2.73,1
2.97,1
3.24,2
3.88,5
4.43,8
4.29,7
4.35,7
4.14,6
3.67,4
3.29,2
3.31,2
2.95,1
3.18,2
2.87,1
2.59,0
2.59,0
2.51,0
2.56,0
2.55,0
2.77,1
2.94,1
3.74,4
5.19,14
5.27,15
5.11,13
5.01,12
4.88,11
4.98,12
5.24,14
4.7,10
4.74,10
4.48,8
3.8,4
3.4,2
3.28,2
3.7,4
3.66,4
3.89,5
4.4,8
4.02,5
3.62,3
3,1
3,1
3.13,2
3.09,1
4,5
4.8,11
4.86,11
5.05,13
5.42,16
5.55,17
5.9,21
6.04,22
5.46,16
5.32,15
4.83,11
4.2,6
3.99,5
4.22,7
4.31,7
4.31,7
